colony_id,name,reg_number,category,boundary_delineated,map_number,satellite_boundary_pdf_url,final_boundary_pdf_url,upload_date,remarks,source_link
941,Dharampura Extn.D Block Kakrola Road Najafgarh New Delhi,883-B,regular,1,775,,https://dda.gov.in/sites/default/files/pmuday/775_883.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
942,Rajiv Nagar Mandoli New Delhi-93,884-A,regular,1,1314,,https://dda.gov.in/sites/default/files/pmuday/1314_884.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
943,Rajiv Nagar Mandoli New Delhi-93,884-B,regular,1,1314,,https://dda.gov.in/sites/default/files/pmuday/1314_884.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
944,"Situpuri Part-II, G & H Block, Dabri, Delhi-45",885,regular,1,555,,https://dda.gov.in/sites/default/files/pmuday/555_885.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
945,Maharani Enclave Uttam Nagar New Delhi-59,886,regular,1,781,,https://dda.gov.in/sites/default/files/pmuday/781_886.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
946,"Raj Nagar Part-2 H- Block palam Colony,New Delhi",887,regular,1,409,,https://dda.gov.in/sites/default/files/pmuday/409_887.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
947,"Krishan Colony Prahlad Vihar Rohini,Delhi",888,regular,1,509,,https://dda.gov.in/sites/default/files/pmuday/509_888.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
948,Budh Vihar Ph-II Extn.Delhi-41,889,regular,0,879,,,2020-06-03,,https://dda.gov.in/delineated-boundary
949,"Jaitpur Extn.Part-II Badarpur, New Delhi-44",890,regular,1,1216,https://dda.gov.in/sites/default/files/pmuday/1216_890.pdf,,2019-12-16,,https://dda.gov.in/delineated-boundary
950,Bharat Vihar Raja puri Uttam Nagar New Delhi- 43,891,regular,1,564,,https://dda.gov.in/sites/default/files/pmuday/564_891.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
951,"Neekanth Enclave, Najafgarh, New Delhi-43 (LOP)",892,regular,1,882,https://dda.gov.in/sites/default/files/pmuday/882_218.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
952,Uttam Nagar U- Block Bindapur Matiyala Road New Delhi-59,893,regular,1,493,,https://dda.gov.in/sites/default/files/pmuday/493_893.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
953,Dr.Ambedkar Nagar Extn.Haiderpur Delhi-88,894,regular,1,1525,,https://dda.gov.in/sites/default/files/pmuday/1525_894.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
954,"Haibatpura Extn Near Anaj Mandi Bahadurgarh Road Najafgarh,Delhi",895,regular,1,389,,https://dda.gov.in/sites/default/files/pmuday/389_895.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
955,"Aradhana Enclave Gopal Nagar Extn.Najafgarh,New Delhi",896,regular,1,751,,https://dda.gov.in/sites/default/files/pmuday/751_896.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
956,Khirki Extn.Malviya Nagar N.D-17,897,regular,1,1069,,https://dda.gov.in/sites/default/files/pmuday/1069_897.pdf,2020-06-08,"(1) REGD. NO.1347_Mohalla Jahapanah Hauz Rani, Malviya Nagar, Delhi-17",https://dda.gov.in/delineated-boundary
957,"Sitapuri , Pankah Road New Delhi",899,regular,1,551,,https://dda.gov.in/sites/default/files/pmuday/551_899.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
958,Sri Ganga Vihar Colony DinDar Pur Najafgarh,900,regular,1,544,https://dda.gov.in/sites/default/files/pmuday/544_900.pdf,,2019-12-04,,https://dda.gov.in/delineated-boundary
959,Samalka Extn.Kapashera Chowk Najafgarh Road,901,regular,1,1466,https://dda.gov.in/sites/default/files/pmuday/1466_901.pdf,,2020-01-06,,https://dda.gov.in/delineated-boundary
960,"Utsav Vihar, Karala,Delhi-81",902,regular,0,879,,,2020-06-03,,https://dda.gov.in/delineated-boundary
961,"Mohan Garden Defence Enclave Part-II Uttam Nagar ,New Delhi.",903,regular,1,814,,https://dda.gov.in/sites/default/files/pmuday/814_903.pdf,2020-06-02,,https://dda.gov.in/delineated-boundary
962,Saroop Nagar Extn.W X Y Z Block Pt-II East Village Libaspur Delhi-42,904,regular,1,196,,https://dda.gov.in/sites/default/files/pmuday/MAP%20196_904.pdf,2020-04-23,"(1) REGD. NO. 49-(LOP)W,X,Y,Z - Block Extn. Swaroop Nagar Delhi 42",https://dda.gov.in/delineated-boundary
963,"Saroop Nagar Block A B C D E F G H H1,I G.T.Road Libaspur Delhi-42",905,regular,1,197,,https://dda.gov.in/sites/default/files/pmuday/MAP%20197_905.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
964,Sainik Enclave Sec-5 Mohan Garden Uttam nagar New Delhi-59,906,regular,1,796,,https://dda.gov.in/sites/default/files/pmuday/796_906.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
965,Chander Vihar Mandawali Fazalpur Extn.Delhi- 92,907,regular,1,1014,,https://dda.gov.in/sites/default/files/pmuday/1014_907.pdf,2020-06-05,"(1) REGD. NO.1079_Uttariya School Block Mandawali Fazalpur Extn. Kalyan Marg, Delhi-92",https://dda.gov.in/delineated-boundary
966,Pul Pahladpur M. B.Road N.D-44,908,regular,1,851,,https://dda.gov.in/sites/default/files/pmuday/851_908.pdf,2020-06-02,,https://dda.gov.in/delineated-boundary
967,Sethi Enclave Pt-I Near Chandni Farm Mohan Garden Delhi-59,909,regular,1,804,,https://dda.gov.in/sites/default/files/pmuday/804_909.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
968,Old Jasola Village Badarpur N.D-25,910,regular,1,1179,https://dda.gov.in/sites/default/files/pmuday/1179_910.pdf,,2019-12-16,,https://dda.gov.in/delineated-boundary
969,Kamal Vihar Extn.Karawal nagar Delhi-94,911,regular,1,288,,https://dda.gov.in/sites/default/files/pmuday/288_911.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
970,"Vikas Nagar Extn.B & C Block Baba Sayed Marg Hastsal Village ,Delhi",913,regular,1,689,,https://dda.gov.in/sites/default/files/pmuday/689_913.pdf,2020-05-27,,https://dda.gov.in/delineated-boundary
971,Duggal Housing Complex School Road Khanpur New Delhi-62,914,regular,1,1526,,https://dda.gov.in/sites/default/files/pmuday/1526_914.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
972,Amar Colony-(C D E & K Block) Rohtak Road,915,regular,1,903,https://dda.gov.in/sites/default/files/pmuday/903_1268.pdf,,2019-12-11,,https://dda.gov.in/delineated-boundary
973,Shiv Nagar New Roshanpura Najafgarh New Delhi-43,917,regular,0,899,,,2020-06-03,,https://dda.gov.in/delineated-boundary
974,Ishwar Colony Bawana New Delhi-39,918,regular,1,517,https://dda.gov.in/sites/default/files/pmuday/517_918.pdf,,2019-12-04,,https://dda.gov.in/delineated-boundary
975,"Deendarpur Extn.Najafgarh, Delhi",919,regular,1,539,https://dda.gov.in/sites/default/files/pmuday/539_919.pdf,,2019-12-04,,https://dda.gov.in/delineated-boundary
976,"Deendarpur Extn.Najafgarh, Delhi",919-A,regular,1,539,https://dda.gov.in/sites/default/files/pmuday/539_919.pdf,,2019-12-04,,https://dda.gov.in/delineated-boundary
977,Nangli Vihar Colony Near Nangli Dairy Najafgarh New Delhi-43,920,regular,0,900,,,2020-06-03,,https://dda.gov.in/delineated-boundary
978,Sangam Vihar A- Block New Delhi-62,921,regular,1,585,https://dda.gov.in/sites/default/files/pmuday/585_921.pdf,,2019-12-04,"(1) Sangam Vihar, A-Block, New Delhi-62",https://dda.gov.in/delineated-boundary
979,West Vinod Nagar D- Block Delhi-92,922,regular,1,1394,https://dda.gov.in/sites/default/files/pmuday/1394_922.pdf,,2020-01-06,,https://dda.gov.in/delineated-boundary
980,Sher Singh Enclave Karala Delhi-81,923,regular,1,885,,https://dda.gov.in/sites/default/files/pmuday/885_923.pdf,2020-06-03,"(1)590 Rajeev Nagar, Begampur, Ph-3, Main Kanjhawala Road,Delhi-41 (2)961 Rajiv Nagar Begum Pur Ph-II Delhi-41",https://dda.gov.in/delineated-boundary
981,Rani garden Extn.Shastri Nagar Delhi-31,924,regular,1,1023,,https://dda.gov.in/sites/default/files/pmuday/1023_924.pdf,2020-06-05,,https://dda.gov.in/delineated-boundary
982,Laxmi park Nangloi Delhi-41,925,regular,1,346,,https://dda.gov.in/sites/default/files/pmuday/346_925.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
983,Mahavir Enclave G H Block Ph-I Palam Dabri Road Delhi-45,926,regular,1,442,,https://dda.gov.in/sites/default/files/pmuday/442_926.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
984,"Niyadhar Enclave Vikas Nagar Hastsal,Delhi",927,regular,1,676,,https://dda.gov.in/sites/default/files/pmuday/676_927.pdf,2020-05-27,,https://dda.gov.in/delineated-boundary
985,West kamal Vihar Near Kamal Pur Burari Delhi- 84,928,regular,1,189,,https://dda.gov.in/sites/default/files/pmuday/189_928.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
986,Nathupura D Block Burari Delhi-84,929,regular,1,149,,https://dda.gov.in/sites/default/files/pmuday/149_929.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
987,Saboli Bagh pt-I Nand Nagari Delhi-93,930,regular,1,80,,https://dda.gov.in/sites/default/files/pmuday/80_930.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
988,"Madhav Enclave Khaira Road, Najafgarh, New Delhi-43",931,regular,1,1515,,https://dda.gov.in/sites/default/files/pmuday/1515_931.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
989,"Indira Colony School Block Mandawali ,Delhi",932,regular,1,1012,,https://dda.gov.in/sites/default/files/pmuday/1012_932.pdf,2020-06-05,(1) REGD. NO.776_Mandawali East Block Fajalpur Delhi-92,https://dda.gov.in/delineated-boundary
990,"Lakhpat Colony Pt-I Mithapur Extn.Badarpur,Delhi",933-A,regular,1,1230,,https://dda.gov.in/sites/default/files/pmuday/1230_933.pdf,2020-06-12,"(1) REGD. NO.933_B_Lakhpat Colony Pt-I Mithapur Extn.Badarpur,Delhi (2) REGD. NO.1300_B_MithaPur Extn. Badarpur Delhi-36",https://dda.gov.in/delineated-boundary
991,"Lakhpat Colony Pt-I Mithapur Extn.Badarpur,Delhi",933-B,regular,1,1230,,https://dda.gov.in/sites/default/files/pmuday/1230_933.pdf,2020-06-12,"(1) REGD. NO.933_B_Lakhpat Colony Pt-I Mithapur Extn.Badarpur,Delhi (2) REGD. NO.1300_B_MithaPur Extn. Badarpur Delhi-36",https://dda.gov.in/delineated-boundary
992,Arvind Enclave Nangloi Delhi-41,936,regular,0,923,,,2020-06-03,,https://dda.gov.in/delineated-boundary
993,Geetanjali Park West Sagarpur Delhi-46,937,regular,1,651,https://dda.gov.in/sites/default/files/pmuday/651_937.pdf,,2019-12-06,,https://dda.gov.in/delineated-boundary
994,New Sanjay AmarColony Vishwas Nagar Delhi- 32,938,regular,1,97,,https://dda.gov.in/sites/default/files/pmuday/97_938.pdf,2020-03-12,,https://dda.gov.in/delineated-boundary
995,Shiv Nagar Virendra Market Raghuvir Enclave Najafgarh Delhi-43,939,regular,0,926,,,2020-06-03,,https://dda.gov.in/delineated-boundary
996,Shiv Nagar Virendra Market Raghuvir Enclave Najafgarh Delhi-43,939-A,regular,1,372,,https://dda.gov.in/sites/default/files/pmuday/372_939_A.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
997,Old Mustafabad Gali No.1 to 9 Gokalpuri Shahadra,940,regular,1,266,,https://dda.gov.in/sites/default/files/pmuday/266_940.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
998,Baba Garib Das Colony Khera Dabar Najafgarh Delhi-73,941,regular,1,705,,https://dda.gov.in/sites/default/files/pmuday/705_941.pdf,2020-05-29,,https://dda.gov.in/delineated-boundary
999,Shiv Vihar Khera Dabar Najafgarh New Delhi-73,942,regular,1,704,,https://dda.gov.in/sites/default/files/pmuday/704_942.pdf,2020-05-29,,https://dda.gov.in/delineated-boundary
1000,Rama Garden Karawal Nagar Delhi-94,943,regular,1,220,,https://dda.gov.in/sites/default/files/pmuday/MAP%20220_943.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
1001,"Sadh Nagar-II , F- Block New Delhi-45",945-A,regular,1,418,,https://dda.gov.in/sites/default/files/pmuday/418_945.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
1002,"Sadh Nagar-II , F- Block New Delhi-45",945-B,regular,1,418,,https://dda.gov.in/sites/default/files/pmuday/418_945.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
1003,"Sadh Nagar-II , F- Block New Delhi-45",945-C,regular,1,418,,https://dda.gov.in/sites/default/files/pmuday/418_945.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
1004,Rama Park Block C Uttam Nagar N.D-59,947,regular,1,828,,https://dda.gov.in/sites/default/files/pmuday/828_947.pdf,2020-06-02,(1) REGD. NO.106_Rama Park Extn. ( C-Block) Uttam Nagar,https://dda.gov.in/delineated-boundary
1005,Dharam Pura Extn.R- Block Kakrola Road Najafgarh N.D-43,948,regular,1,774,,https://dda.gov.in/sites/default/files/pmuday/774_948.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
1006,Phool bagh Place ( Shastri Park Extn) Nathupura Mode Delhi-36,951,regular,1,13,,https://dda.gov.in/sites/default/files/pmuday/13_951.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
1007,Keshav Nagar Burari Nathupura Road Delhi-36,952,regular,1,66,https://dda.gov.in/sites/default/files/pmuday/66_952.pdf,,2019-11-25,"(1) REGD. NO. 61-(LOP)_Keshav Nagar, Garhi Khusro, Burari, Delhi, (2) REGD. NO.1588_Mukti Aashram Colony, Ibrahim Pur",https://dda.gov.in/delineated-boundary
1008,Defence Enclave & Defence Enclave Pt-I Mohan Garden,954,regular,1,1502,,https://dda.gov.in/sites/default/files/pmuday/1502_954.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
1009,Raghubir Block Prem Nagar Najafgarh Paprawat Road,955,regular,1,767,,https://dda.gov.in/sites/default/files/pmuday/767_955.pdf,2020-06-01,,https://dda.gov.in/delineated-boundary
1010,"Durga Vihar Ph-II Najafgarh,Delhi",956,regular,1,543,,https://dda.gov.in/sites/default/files/pmuday/543_956.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
1011,Govind colony Near Jhangola No.2 Alipur Delhi- 36,957,regular,1,276,,https://dda.gov.in/sites/default/files/pmuday/276_957.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
1012,"Amar Colony B- Block, Purvi Gokulpuri Delhi-94",958,regular,1,267,,https://dda.gov.in/sites/default/files/pmuday/267_958.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
1013,Vijay Enclave A-1 Block Palam Dabri Delhi-45,959,regular,1,431,,https://dda.gov.in/sites/default/files/pmuday/431_959.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
1014,"Shiv Park Kakrola, Old Palam Road Delhi",960,regular,1,1098,https://dda.gov.in/sites/default/files/pmuday/1098_960.pdf,,2019-12-16,,https://dda.gov.in/delineated-boundary
1015,Rajiv Nagar Begum Pur Ph-II Delhi-41,961,regular,1,1423,,https://dda.gov.in/sites/default/files/pmuday/1423_961.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
1016,"West Gopal Nagar Ph-II Surakh Pur Road Najafgarh,Delhi",963,regular,1,385,,https://dda.gov.in/sites/default/files/pmuday/385_963.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
1017,Pratap Gandas Colony-I Village Kishangarh Delhi-70,965,regular,1,1489,,https://dda.gov.in/sites/default/files/pmuday/1489_965.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
1018,Ruchi Vihar Nangloi Delhi-41,966,regular,1,1376,,https://dda.gov.in/sites/default/files/pmuday/1376_966.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
1019,"Bhawani Nagar Near Dinpur Najafgarh,Delhi",967,regular,1,538,,https://dda.gov.in/sites/default/files/pmuday/538_967.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
1020,Govind Vihar Karawal Nagar Delhi-94,968,regular,1,223,,https://dda.gov.in/sites/default/files/pmuday/MAP%20223_968.pdf,2020-05-16,,https://dda.gov.in/delineated-boundary
1021,Deepak Vihar Vikas Nagar Uttam Nagar Delhi-59,969,regular,1,952,,https://dda.gov.in/sites/default/files/pmuday/952_242.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
1022,Deepak Vihar Vikas Nagar Uttam Nagar Delhi-59,969-A,regular,1,1500,,https://dda.gov.in/sites/default/files/pmuday/1500_969_A.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
1023,"Prem Nagar B- Block Ph-III Najafgarh, Delhi",970,regular,1,1407,,https://dda.gov.in/sites/default/files/pmuday/1407_970.pdf,2020-06-16,,https://dda.gov.in/delineated-boundary
1024,"Mahavir Enclave H-1,H2,H4 Palam Dabri road New Delhi",971,regular,1,445,,https://dda.gov.in/sites/default/files/pmuday/445_971.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
1025,"Pratap Enclave Mohan garden, Uttam Nagar, New Delhi-59",972,regular,1,1505,,https://dda.gov.in/sites/default/files/pmuday/1505_972.pdf,2020-06-17,,https://dda.gov.in/delineated-boundary
1026,Kardam Puri Extn.Shahdara Delhi-94,973,regular,1,69,,https://dda.gov.in/sites/default/files/pmuday/69_973.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
1027,Jogabai Zakir Nagar (Okhla) New Delhi-25,974,regular,1,1083,,https://dda.gov.in/sites/default/files/pmuday/1083_974.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
1028,Jogabai Zakir Nagar (Okhla) New Delhi-25,974-A,regular,1,1083,,https://dda.gov.in/sites/default/files/pmuday/1083_974.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
1029,Prem Nagar H Block Old Khaira Road Najafgarh Delhi-43,976,regular,1,973,,https://dda.gov.in/sites/default/files/pmuday/973_976.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
1030,"Deepansu Colony Sant Nagar Burari,Delhi",977,regular,1,172,,https://dda.gov.in/sites/default/files/pmuday/172_977.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
1031,Nawada Housing Complex F- Block Uttam Nagar,979,regular,0,,,,,Boundary map pending or omitted from DDA portal table,https://dda.gov.in/sites/default/files/pmuday/1731_uc.pdf
1032,"Nanda Enclave Dhansa Road Najafgarh,Delhi",980,regular,1,398,,https://dda.gov.in/sites/default/files/pmuday/398_980.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
1033,Anand Vihar Colony Pooth Khurd Bawana Road Delhi-39,981,regular,1,512,https://dda.gov.in/sites/default/files/pmuday/512_981.pdf,,2019-12-04,,https://dda.gov.in/delineated-boundary
1034,Rattan Bagh Veena Enclave Extn.Nangloi Delhi- 41,982,regular,1,1135,,https://dda.gov.in/sites/default/files/pmuday/1135_982.pdf,2020-06-09,,https://dda.gov.in/delineated-boundary
1035,West jyoti Nagar Enclave Main Loni Road Delhi- 94,983,regular,1,269,,https://dda.gov.in/sites/default/files/pmuday/269_983.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
1036,Harijan basti Block C Gharoli Extn Delhi-96,984,regular,1,108,,https://dda.gov.in/sites/default/files/pmuday/108_984.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
1037,"East Krishna Vihar A B Block Khaira Road Najafgarh, Delhi",985,regular,1,971,,https://dda.gov.in/sites/default/files/pmuday/971_985.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
1038,Sangam Vihar I- Block Delhi-62,986,regular,1,856,,https://dda.gov.in/sites/default/files/pmuday/856_986.pdf,2020-06-02,,https://dda.gov.in/delineated-boundary
1039,Sant Nagar Block A1 Extn.Burari Road Delhi-84,987,regular,1,170,,https://dda.gov.in/sites/default/files/pmuday/170_987.pdf,2020-04-23,,https://dda.gov.in/delineated-boundary
1040,New Ashok Nagar C-II Block Delhi-96,988,regular,1,121,https://dda.gov.in/sites/default/files/pmuday/121_988.pdf,,2019-11-25,,https://dda.gov.in/delineated-boundary
1041,Laxmi Vihar Block A B C Main Najafgarh Road Near D.T.C. Dept.Najafgarh,989,regular,1,360,,https://dda.gov.in/sites/default/files/pmuday/360_989.pdf,2020-05-20,,https://dda.gov.in/delineated-boundary
1042,Shiva Enclave Hiranki Alipur Delhi-36,990,regular,1,51,,https://dda.gov.in/sites/default/files/pmuday/51_990.pdf,2020-03-11,,https://dda.gov.in/delineated-boundary
1043,"New Roshanpura(KLM Block) Najafgargh,New Delhi",991,regular,1,1000,,https://dda.gov.in/sites/default/files/pmuday/1000_991.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
1044,Qutab Garh Enclave Qutab Garh Delhi-39,992,regular,1,1101,,https://dda.gov.in/sites/default/files/pmuday/1101_992.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
1045,"Mansha Ram park -(Block A,B,C,D,D-1 and D-1 Extention ) Najafgarh Road New Delhi-59",993,regular,1,660,,https://dda.gov.in/sites/default/files/pmuday/660_993.pdf,2020-05-27,,https://dda.gov.in/delineated-boundary
1046,Mustafabad Extn.Karawal Nagar Brijpuri Road Delhi-94,995,regular,1,270,,https://dda.gov.in/sites/default/files/pmuday/270_995.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
1047,Dagarpur Mohalla (B-4) Jauhripur Delhi-94,997-A,regular,1,1341,,https://dda.gov.in/sites/default/files/pmuday/1341_997%20A.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
1048,Dagarpur Mohalla (B-4) Jauhripur Delhi-94,997-B,regular,1,1342,,https://dda.gov.in/sites/default/files/pmuday/1342_997%20B.pdf,2020-06-15,,https://dda.gov.in/delineated-boundary
1049,"Prem Nagar Ph-1,2,4 Thana Road Najafgarh, Delhi",998,regular,1,762,,https://dda.gov.in/sites/default/files/pmuday/762_998.pdf,2020-06-01,"(1) REGD. NO.970_Prem Nagar B- Block Ph-III Najafgarh, Delhi",https://dda.gov.in/delineated-boundary
1050,Tigri Extn Ambedkar Nagar Sect-I New Delhi-62,999-A,regular,1,584,,https://dda.gov.in/sites/default/files/pmuday/584_999.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
1051,Tigri Extn Ambedkar Nagar Sect-I New Delhi-62,999-B,regular,1,584,,https://dda.gov.in/sites/default/files/pmuday/584_999.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
1052,Fatehpur Beri Extn.Mehrauli Delhi-74,1000,regular,1,571,,https://dda.gov.in/sites/default/files/pmuday/571_1000.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
1053,"Ranhola Road Vikas Nagar,R- Block Ph-II ,Hastsal Village, Delhi-59",1001,regular,1,668,,https://dda.gov.in/sites/default/files/pmuday/668_1001.pdf,2020-05-27,,https://dda.gov.in/delineated-boundary
1054,Indra Park -(East Extn.) Nasirpur New Delhi-45,1002,regular,1,595,,https://dda.gov.in/sites/default/files/pmuday/595_1002.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
1055,Indra Park Extn. Part-2 New Delhi-45,1002-A,regular,1,595,,https://dda.gov.in/sites/default/files/pmuday/595_1002.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
1056,Shiv Vihar West Ranhola Road Vikas Nagar Delhi-59,1003,regular,1,666,https://dda.gov.in/sites/default/files/pmuday/666_1003.pdf,,2019-12-06,,https://dda.gov.in/delineated-boundary
1057,Kotla Vihar Ph-I Nangloi Najafgarh Road Delhi- 43,1005,regular,1,315,,https://dda.gov.in/sites/default/files/pmuday/315_1005.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
1058,"Mahavir Enclave, C/D Block Part-I Delhi-45",1006,regular,1,441,,https://dda.gov.in/sites/default/files/pmuday/441_1006.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
1059,"Vishnu Vihar, Uttam Nagar, Block-V & Sect.B, Near Vill. Bindapur, Delhi.",1007,regular,1,500,,https://dda.gov.in/sites/default/files/pmuday/500_1007.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
1060,"Old Jankipuri Uttam Nagar,Delhi",1008,regular,1,478,,https://dda.gov.in/sites/default/files/pmuday/478_1008.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
1061,Vikas Vihar Uttam Nagar,1010,regular,1,1553,https://dda.gov.in/sites/default/files/pmuday/1553_1010.pdf,,2020-03-16,,https://dda.gov.in/delineated-boundary
1062,"Anoop Nagar( Block C & D) Uttam Nagar,Delhi",1011,regular,1,474,,https://dda.gov.in/sites/default/files/pmuday/474_1011.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
1063,"Hamdard Colony RZA Block Pul Pehladpur, Delhi-44",1013,regular,0,1667,,,2020-04-27,"BOUNDARY OF COLONY CAN NOT BE DELINEATED AS PER ""SOP"" (""Shapefile"" of the colony is not available)",https://dda.gov.in/delineated-boundary
1064,"Zakir Nagar H- Block,Okhla Delhi-25",1014,regular,1,1084,,https://dda.gov.in/sites/default/files/pmuday/1084_1014.pdf,2020-06-08,,https://dda.gov.in/delineated-boundary
1065,Maidan Garhi Extn. Chatterpur Road Delhi-68,1015-A,regular,1,580,,https://dda.gov.in/sites/default/files/pmuday/580_1015.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
1066,Maidan Garhi Extn. Chatterpur Road Delhi-68,1015-B,regular,1,580,,https://dda.gov.in/sites/default/files/pmuday/580_1015.pdf,2020-05-26,,https://dda.gov.in/delineated-boundary
1067,"Shyam Enclave Deendarpur Najafgarh,Delhi",1016,regular,1,533,,https://dda.gov.in/sites/default/files/pmuday/533_1016.pdf,2020-05-23,,https://dda.gov.in/delineated-boundary
1068,"Chanakya Place Pt-II Uttam Nagar,Delhi",1017,regular,0,,,,,Boundary map pending or omitted from DDA portal table,https://dda.gov.in/sites/default/files/pmuday/1731_uc.pdf
1069,"Jai Vihar Extn.Baprola Village,Delhi",1018,regular,1,322,,https://dda.gov.in/sites/default/files/pmuday/322_1018.pdf,2020-05-18,,https://dda.gov.in/delineated-boundary
1070,"New Roshan pura Extn.Z- Block Najafgarh,Delhi",1019,regular,1,990,,https://dda.gov.in/sites/default/files/pmuday/990_1019.pdf,2020-06-04,,https://dda.gov.in/delineated-boundary
1071,Gupta Enclave Ranhola road Vikas Nagar New Delhi-59,1020,regular,1,665,https://dda.gov.in/sites/default/files/pmuday/665_1020.pdf,,2019-12-06,,https://dda.gov.in/delineated-boundary
1072,"Chajju Ram Colony Kamruddin Nagar Extn. Nangloi, Delhi-41",1021,regular,1,342,,https://dda.gov.in/sites/default/files/pmuday/342_1021.pdf,2020-05-18,(1) REGD. NO.762_Yadav Park Extn Najafgarh Road Nangloi Delhi,https://dda.gov.in/delineated-boundary
1073,"Mahavir Campus Rajpur Khurd Extn.Maidangarhi,Delhi-68",1022,regular,1,468,,https://dda.gov.in/sites/default/files/pmuday/468_1022.pdf,2020-05-22,,https://dda.gov.in/delineated-boundary
1074,"Ghasipura Extn.Colony Nangli Dairy Najafgarh,Delhi",1023,regular,0,902,,,2020-06-03,,https://dda.gov.in/delineated-boundary
1075,Sangam Vihar G- Block Delhi-62,1025-A,regular,1,732,,https://dda.gov.in/sites/default/files/pmuday/732_1025_A.pdf,2020-05-29,,https://dda.gov.in/delineated-boundary
1076,Sangam Vihar G- Block Delhi-62,1025-B,regular,1,866,,https://dda.gov.in/sites/default/files/pmuday/866_1025%20B.pdf,2020-06-02,(1)1025 A Sangam Vihar G- Block Delhi-62 (2)868 Sangam Vihar G- Block- N.D-62,https://dda.gov.in/delineated-boundary
